motif,motif_length,support,prevalence,question_coverage,success_present,failure_present,success_rate_present,success_rate_absent,support_difference,lift_overall_success,odds_ratio,odds_ratio_ci_low,odds_ratio_ci_high,fisher_p_value,fdr_q_value,avg_stage_position,stage_bucket,avg_trace_length_present,noise_cooccurrence_rate,top_neighbor_motifs
action:compute,1,339,0.753333,15,263,76,0.775811,0.306306,0.469505,1.175472,7.737520,4.811388,12.443232,0.00000000,0.00000000,0.482695,middle,14.209440,0.053097,action:apply-formula || action:conclude || action:analyze || action:instantiate || action:rewrite
milestone:system-solved:c=-1-d=5 action:compute,2,21,0.046667,1,21,0,1.000000,0.643357,0.356643,1.515152,23.871609,1.435989,396.837128,0.00019100,0.00064607,0.904413,late,21.428571,0.000000,strategy:coefficient-matching || milestone:system-solved:c=-1-d=5 action:compute milestone:product:cd=-5 || milestone:system-solved:c=-1-d=5 || milestone:product:cd=-5 || milestone:key-relation:c+d=4
milestone:system-solved:c=-1-d=5 action:compute milestone:product:cd=-5,3,21,0.046667,1,21,0,1.000000,0.643357,0.356643,1.515152,23.871609,1.435989,396.837128,0.00019100,0.00064607,0.953809,late,21.428571,0.000000,strategy:coefficient-matching || milestone:system-solved:c=-1-d=5 action:compute || milestone:system-solved:c=-1-d=5 || milestone:product:cd=-5 || milestone:key-relation:c+d=4
action:combine action:equate action:expand,3,19,0.042222,1,19,0,1.000000,0.645012,0.354988,1.515152,21.495512,1.288872,358.497078,0.00035941,0.00104337,0.119541,early,21.052632,0.000000,strategy:coefficient-matching || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23 || action:substitute || action:solve action:substitute
milestone:product:cd=-5,1,24,0.053333,1,24,0,1.000000,0.640845,0.359155,1.515152,27.500914,1.660719,455.405328,0.00006347,0.00026547,0.961450,late,21.250000,0.000000,strategy:coefficient-matching || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23 || action:substitute || action:solve action:substitute
action:expand,1,25,0.055556,1,25,0,1.000000,0.640000,0.360000,1.515152,28.728440,1.736732,475.216198,0.00003386,0.00018294,0.204218,early,21.080000,0.000000,strategy:coefficient-matching || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23 || action:substitute || action:solve action:substitute
milestone:system-solved:c=-1-d=5,1,23,0.051111,1,23,0,1.000000,0.641686,0.358314,1.515152,26.282332,1.585261,435.739543,0.00006291,0.00026547,0.867741,late,21.217391,0.000000,strategy:coefficient-matching || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23 || action:substitute || action:solve action:substitute
milestone:key-relation:8c-3d=-23 strategy:solve-system,2,22,0.048889,1,22,0,1.000000,0.642523,0.357477,1.515152,25.072595,1.510353,416.217310,0.00010778,0.00040706,0.465994,middle,21.045455,0.000000,strategy:solve-system || strategy:coefficient-matching || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23 || action:substitute
action:equate,1,25,0.055556,1,25,0,1.000000,0.640000,0.360000,1.515152,28.728440,1.736732,475.216198,0.00003386,0.00018294,0.147739,early,21.080000,0.000000,strategy:coefficient-matching || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23 || action:substitute || action:solve action:substitute
action:expand action:collect-like-terms strategy:coefficient-matching,3,25,0.055556,1,25,0,1.000000,0.640000,0.360000,1.515152,28.728440,1.736732,475.216198,0.00003386,0.00018294,0.227133,early,21.080000,0.000000,strategy:coefficient-matching || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23 || action:substitute || action:solve action:substitute
action:expand action:collect-like-terms action:solve,3,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00685584,0.706506,late,20.866667,0.000000,strategy:solve-system || strategy:coefficient-matching || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23 strategy:solve-system || milestone:key-relation:8c-3d=-23
action:compute action:solve,2,8,0.017778,1,8,0,1.000000,0.653846,0.346154,1.515152,9.013817,0.516766,157.225823,0.05568102,0.06942281,0.731265,late,21.500000,0.000000,strategy:coefficient-matching || milestone:product:cd=-5 || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23 || action:substitute
strategy:coefficient-matching action:equate milestone:key-relation:c+d=4,3,12,0.026667,1,12,0,1.000000,0.650685,0.349315,1.515152,13.441331,0.790400,228.579760,0.01034625,0.01676955,0.311488,early,22.083333,0.000000,strategy:coefficient-matching action:equate || strategy:coefficient-matching || milestone:product:cd=-5 || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23
action:solve action:substitute action:expand,3,16,0.035556,1,16,0,1.000000,0.647465,0.352535,1.515152,17.994671,1.072152,302.016929,0.00191580,0.00418677,0.597688,middle,21.250000,0.000000,strategy:coefficient-matching || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23 || action:substitute action:expand || action:substitute
action:factor strategy:common-denominator action:combine,3,9,0.020000,1,9,0,1.000000,0.653061,0.346939,1.515152,10.109185,0.584408,174.870316,0.03153493,0.04365511,0.042884,early,21.444444,0.000000,strategy:common-denominator action:combine || strategy:common-denominator || strategy:coefficient-matching || milestone:product:cd=-5 || milestone:key-relation:c+d=4
strategy:solve-system action:solve,2,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00685584,0.518387,middle,21.066667,0.000000,strategy:solve-system action:solve action:substitute || strategy:solve-system || strategy:coefficient-matching || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23 strategy:solve-system action:solve
milestone:key-relation:8c-3d=-23 strategy:solve-system action:solve,3,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00685584,0.491516,middle,21.066667,0.000000,strategy:solve-system action:solve action:substitute || strategy:solve-system action:solve || strategy:solve-system || strategy:coefficient-matching || milestone:key-relation:c+d=4
strategy:coefficient-matching action:equate,2,12,0.026667,1,12,0,1.000000,0.650685,0.349315,1.515152,13.441331,0.790400,228.579760,0.01034625,0.01676955,0.277292,early,22.083333,0.000000,strategy:coefficient-matching action:equate milestone:key-relation:c+d=4 || strategy:coefficient-matching || milestone:product:cd=-5 || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23
action:equate milestone:key-relation:c+d=4,2,12,0.026667,1,12,0,1.000000,0.650685,0.349315,1.515152,13.441331,0.790400,228.579760,0.01034625,0.01676955,0.345906,middle,22.083333,0.000000,strategy:coefficient-matching action:equate milestone:key-relation:c+d=4 || strategy:coefficient-matching action:equate || strategy:coefficient-matching || milestone:product:cd=-5 || milestone:key-relation:c+d=4
action:collect-like-terms strategy:coefficient-matching action:equate,3,12,0.026667,1,12,0,1.000000,0.650685,0.349315,1.515152,13.441331,0.790400,228.579760,0.01034625,0.01676955,0.258732,early,22.083333,0.000000,strategy:coefficient-matching action:equate milestone:key-relation:c+d=4 || strategy:coefficient-matching action:equate || strategy:coefficient-matching || milestone:product:cd=-5 || milestone:key-relation:c+d=4
strategy:solve-system action:solve action:substitute,3,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00685584,0.547438,middle,21.066667,0.000000,strategy:solve-system action:solve || strategy:solve-system || strategy:coefficient-matching || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23 strategy:solve-system action:solve
action:factor strategy:common-denominator,2,12,0.026667,1,12,0,1.000000,0.650685,0.349315,1.515152,13.441331,0.790400,228.579760,0.01034625,0.01676955,0.039758,early,21.333333,0.000000,strategy:common-denominator || strategy:coefficient-matching || milestone:product:cd=-5 || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23
strategy:common-denominator action:combine action:equate,3,12,0.026667,1,12,0,1.000000,0.650685,0.349315,1.515152,13.441331,0.790400,228.579760,0.01034625,0.01676955,0.068220,early,21.083333,0.000000,strategy:solve-system || strategy:common-denominator action:combine || strategy:common-denominator || strategy:coefficient-matching || milestone:key-relation:c+d=4
action:equate milestone:key-relation:8c-3d=-23,2,8,0.017778,1,8,0,1.000000,0.653846,0.346154,1.515152,9.013817,0.516766,157.225823,0.05568102,0.06942281,0.431365,middle,22.625000,0.000000,strategy:coefficient-matching action:equate milestone:key-relation:c+d=4 || strategy:coefficient-matching action:equate || strategy:coefficient-matching || milestone:system-solved:c=-1-d=5 || milestone:product:cd=-5 action:conclude
action:analyze action:factor,2,9,0.020000,1,9,0,1.000000,0.653061,0.346939,1.515152,10.109185,0.584408,174.870316,0.03153493,0.04365511,0.000000,early,21.555556,0.000000,strategy:solve-system || strategy:coefficient-matching || milestone:product:cd=-5 || milestone:key-relation:c+d=4 || milestone:key-relation:8c-3d=-23 strategy:solve-system
milestone:key-relation:c+d=4 action:equate milestone:key-relation:8c-3d=-23,3,8,0.017778,1,8,0,1.000000,0.653846,0.346154,1.515152,9.013817,0.516766,157.225823,0.05568102,0.06942281,0.402297,middle,22.625000,0.000000,strategy:coefficient-matching action:equate milestone:key-relation:c+d=4 || strategy:coefficient-matching action:equate || strategy:coefficient-matching || milestone:system-solved:c=-1-d=5 || milestone:product:cd=-5 action:conclude
milestone:key-relation:c+d=4 action:equate,2,8,0.017778,1,8,0,1.000000,0.653846,0.346154,1.515152,9.013817,0.516766,157.225823,0.05568102,0.06942281,0.382642,middle,22.625000,0.000000,strategy:coefficient-matching action:equate milestone:key-relation:c+d=4 || strategy:coefficient-matching action:equate || strategy:coefficient-matching || milestone:system-solved:c=-1-d=5 || milestone:product:cd=-5 action:conclude
action:equate milestone:key-relation:c+d=4 action:equate,3,8,0.017778,1,8,0,1.000000,0.653846,0.346154,1.515152,9.013817,0.516766,157.225823,0.05568102,0.06942281,0.351063,middle,22.625000,0.000000,strategy:coefficient-matching action:equate milestone:key-relation:c+d=4 || strategy:coefficient-matching action:equate || strategy:coefficient-matching || milestone:system-solved:c=-1-d=5 || milestone:product:cd=-5 action:conclude
milestone:identified:base-case,1,19,0.042222,1,2,17,0.105263,0.684455,-0.579192,0.159490,0.065990,0.017268,0.252178,0.00000049,0.00000740,0.186390,early,16.684211,0.263158,action:analyze || action:instantiate || action:conclude || action:compute || action:apply-formula
milestone:reduced-to:modulo,1,13,0.028889,1,1,12,0.076923,0.677346,-0.600422,0.116550,0.057268,0.010405,0.315190,0.00001624,0.00014327,0.855156,late,20.692308,0.000000,action:conclude || action:compute || action:analyze || action:instantiate || milestone:identified:base-case
action:case-split,1,12,0.026667,2,1,11,0.083333,0.675799,-0.592466,0.126263,0.062688,0.011302,0.347708,0.00004639,0.00024718,0.221743,early,19.000000,0.083333,action:instantiate || action:compute || action:analyze || action:conclude || milestone:identified:base-case
action:derive-intermediate milestone:key-relation:periodic-mod-5,2,10,0.022222,1,0,10,0.000000,0.675000,-0.675000,0.000000,0.022969,0.001337,0.394740,0.00001691,0.00014327,0.680347,late,22.400000,0.000000,milestone:key-relation:periodic-mod-5 || action:instantiate action:compute || action:instantiate || action:derive-intermediate || action:conclude
milestone:key-relation:periodic-mod-5,1,13,0.028889,1,1,12,0.076923,0.677346,-0.600422,0.116550,0.057268,0.010405,0.315190,0.00001624,0.00014327,0.696192,late,20.615385,0.000000,action:instantiate || action:conclude || action:compute || action:analyze || action:instantiate action:compute
action:compute action:derive-intermediate milestone:key-relation:periodic-mod-5,3,10,0.022222,1,0,10,0.000000,0.675000,-0.675000,0.000000,0.022969,0.001337,0.394740,0.00001691,0.00014327,0.658022,middle,22.400000,0.000000,milestone:key-relation:periodic-mod-5 || action:instantiate action:compute || action:instantiate || action:derive-intermediate milestone:key-relation:periodic-mod-5 || action:derive-intermediate
action:instantiate action:compute action:derive-intermediate,3,10,0.022222,1,0,10,0.000000,0.675000,-0.675000,0.000000,0.022969,0.001337,0.394740,0.00001691,0.00014327,0.618164,middle,23.100000,0.000000,action:instantiate action:compute || action:instantiate || action:derive-intermediate || action:conclude || action:compute action:derive-intermediate
milestone:identified:base-case action:case-split,2,8,0.017778,1,1,7,0.125000,0.669683,-0.544683,0.189394,0.098820,0.016930,0.576809,0.00272639,0.00585947,0.144208,early,20.750000,0.000000,milestone:identified:base-case || action:instantiate || action:conclude || action:compute || action:case-split
action:analyze milestone:identified:base-case,2,10,0.022222,1,2,8,0.200000,0.670455,-0.470455,0.303030,0.144819,0.034862,0.601583,0.00356890,0.00685584,0.050000,early,18.200000,0.300000,milestone:identified:base-case || action:analyze || milestone:reduced-to:modulo || milestone:derived:pattern || action:instantiate
milestone:derived:pattern,1,9,0.020000,1,2,7,0.222222,0.668934,-0.446712,0.336700,0.165257,0.038958,0.701007,0.00874680,0.01512225,0.742883,late,21.555556,0.111111,milestone:identified:base-case || action:analyze || action:instantiate || action:conclude || action:compute
milestone:derived:savings,1,18,0.040000,1,0,18,0.000000,0.687500,-0.687500,0.000000,0.012310,0.000736,0.205778,0.00000000,0.00000005,0.972587,late,23.333333,0.111111,action:instantiate || action:compute || action:apply-formula || strategy:setup-coordinates || action:analyze
strategy:setup-coordinates,1,22,0.048889,1,0,22,0.000000,0.693925,-0.693925,0.000000,0.009823,0.000591,0.163151,0.00000000,0.00000000,0.057504,early,20.318182,0.227273,action:instantiate || action:compute || action:apply-formula || strategy:setup-coordinates action:instantiate || action:analyze strategy:setup-coordinates
action:analyze strategy:setup-coordinates,2,19,0.042222,1,0,19,0.000000,0.689095,-0.689095,0.000000,0.011592,0.000695,0.193425,0.00000000,0.00000003,0.000000,early,21.736842,0.105263,strategy:setup-coordinates || action:instantiate || action:analyze || strategy:setup-coordinates action:instantiate || action:compute
milestone:key-relation:expr=const,1,19,0.042222,1,1,18,0.052632,0.686775,-0.634143,0.079745,0.037054,0.006931,0.198083,0.00000002,0.00000048,0.312184,early,21.631579,0.263158,action:instantiate || action:compute || action:apply-formula || strategy:setup-coordinates || action:instantiate action:apply-formula
milestone:key-relation:expr=const action:compute,2,9,0.020000,1,0,9,0.000000,0.673469,-0.673469,0.000000,0.025564,0.001478,0.442298,0.00005178,0.00026502,0.514802,middle,23.555556,0.111111,strategy:setup-coordinates || milestone:key-relation:expr=const || action:rewrite || action:instantiate || action:compute
action:analyze strategy:setup-coordinates action:instantiate,3,18,0.040000,1,0,18,0.000000,0.687500,-0.687500,0.000000,0.012310,0.000736,0.205778,0.00000000,0.00000005,0.000000,early,21.055556,0.111111,strategy:setup-coordinates action:instantiate || strategy:setup-coordinates || action:instantiate || action:analyze strategy:setup-coordinates || action:analyze
strategy:parameterize,1,15,0.033333,1,0,15,0.000000,0.682759,-0.682759,0.000000,0.015018,0.000892,0.252811,0.00000006,0.00000103,0.490132,middle,22.600000,0.133333,milestone:derived:savings || action:instantiate || action:compute || action:apply-formula || strategy:setup-coordinates action:instantiate
milestone:derived:distance-hp,1,9,0.020000,1,0,9,0.000000,0.673469,-0.673469,0.000000,0.025564,0.001478,0.442298,0.00005178,0.00026502,0.759369,late,25.444444,0.222222,action:instantiate || action:compute || action:apply-formula || action:analyze || strategy:setup-coordinates action:instantiate
action:compute milestone:derived:savings,2,16,0.035556,1,0,16,0.000000,0.684332,-0.684332,0.000000,0.014006,0.000834,0.235156,0.00000002,0.00000038,0.967638,late,23.437500,0.125000,milestone:derived:savings || action:instantiate || action:compute || action:apply-formula || strategy:setup-coordinates
strategy:parameterize action:apply-formula,2,9,0.020000,1,0,9,0.000000,0.673469,-0.673469,0.000000,0.025564,0.001478,0.442298,0.00005178,0.00026502,0.528293,middle,24.000000,0.111111,strategy:setup-coordinates action:instantiate || strategy:setup-coordinates || strategy:parameterize || milestone:derived:savings || action:instantiate
strategy:setup-coordinates action:instantiate,2,19,0.042222,1,0,19,0.000000,0.689095,-0.689095,0.000000,0.011592,0.000695,0.193425,0.00000000,0.00000003,0.076880,early,20.842105,0.157895,strategy:setup-coordinates || action:instantiate || action:compute || action:apply-formula || action:analyze strategy:setup-coordinates action:instantiate
milestone:derived:minimized-hp,1,8,0.017778,1,0,8,0.000000,0.671946,-0.671946,0.000000,0.028769,0.001649,0.501903,0.00015783,0.00058473,0.868692,late,25.500000,0.000000,strategy:parameterize || milestone:derived:savings || action:instantiate || action:compute milestone:derived:savings || action:compute
action:compute milestone:key-relation:expr=const,2,8,0.017778,1,1,7,0.125000,0.669683,-0.544683,0.189394,0.098820,0.016930,0.576809,0.00272639,0.00585947,0.352570,middle,21.500000,0.250000,milestone:key-relation:expr=const || action:instantiate || action:compute || action:apply-formula || action:rewrite action:compute
milestone:derived:savings action:conclude,2,11,0.024444,1,0,11,0.000000,0.676538,-0.676538,0.000000,0.020826,0.001219,0.355916,0.00000549,0.00006477,1.000000,late,24.363636,0.181818,strategy:setup-coordinates || milestone:derived:savings || action:instantiate || action:conclude || action:compute milestone:derived:savings action:conclude
action:compute milestone:derived:savings action:conclude,3,11,0.024444,1,0,11,0.000000,0.676538,-0.676538,0.000000,0.020826,0.001219,0.355916,0.00000549,0.00006477,1.000000,late,24.363636,0.181818,strategy:setup-coordinates || milestone:derived:savings action:conclude || milestone:derived:savings || action:instantiate || action:conclude
strategy:setup-coordinates action:instantiate action:apply-formula,3,15,0.033333,1,0,15,0.000000,0.682759,-0.682759,0.000000,0.015018,0.000892,0.252811,0.00000006,0.00000103,0.059033,early,21.066667,0.133333,strategy:setup-coordinates action:instantiate || strategy:setup-coordinates || action:instantiate action:apply-formula || action:instantiate || action:compute
strategy:minimize-distance,1,10,0.022222,1,0,10,0.000000,0.675000,-0.675000,0.000000,0.022969,0.001337,0.394740,0.00001691,0.00014327,0.618165,middle,21.300000,0.200000,action:instantiate || action:compute || action:apply-formula || milestone:derived:savings || action:analyze
