motif,motif_length,support,prevalence,question_coverage,success_present,failure_present,success_rate_present,success_rate_absent,support_difference,lift_overall_success,odds_ratio,odds_ratio_ci_low,odds_ratio_ci_high,fisher_p_value,fdr_q_value,avg_stage_position,stage_bucket,avg_trace_length_present,noise_cooccurrence_rate,top_neighbor_motifs
strategy:equate-exponents action:compare,2,15,0.033333,1,15,0,1.000000,0.648276,0.351724,1.515152,16.844248,1.000949,283.459625,0.00357773,0.00768549,0.481215,middle,10.600000,0.000000,action:apply-formula milestone:applied:power-of-a-power || milestone:equation-simplified strategy:equate-exponents action:compare || milestone:equation-simplified strategy:equate-exponents || strategy:use-exponent-rule action:apply-formula milestone:applied:power-of-a-power || strategy:use-exponent-rule action:apply-formula
action:equate milestone:key-relation:8c-3d=-23,2,8,0.017778,1,8,0,1.000000,0.653846,0.346154,1.515152,9.013817,0.516766,157.225823,0.05568102,0.07176664,0.431365,middle,22.625000,0.000000,strategy:coefficient-matching action:equate milestone:key-relation:c+d=4 || strategy:coefficient-matching action:equate || milestone:product:cd=-5 action:conclude || milestone:key-relation:c+d=4 action:equate milestone:key-relation:8c-3d=-23 || milestone:key-relation:c+d=4 action:equate
milestone:key-relation:c+d=4 action:equate milestone:key-relation:8c-3d=-23,3,8,0.017778,1,8,0,1.000000,0.653846,0.346154,1.515152,9.013817,0.516766,157.225823,0.05568102,0.07176664,0.402297,middle,22.625000,0.000000,strategy:coefficient-matching action:equate milestone:key-relation:c+d=4 || strategy:coefficient-matching action:equate || milestone:product:cd=-5 action:conclude || milestone:key-relation:c+d=4 action:equate || action:solve action:substitute
milestone:key-relation:c+d=4 action:equate,2,8,0.017778,1,8,0,1.000000,0.653846,0.346154,1.515152,9.013817,0.516766,157.225823,0.05568102,0.07176664,0.382642,middle,22.625000,0.000000,strategy:coefficient-matching action:equate milestone:key-relation:c+d=4 || strategy:coefficient-matching action:equate || milestone:product:cd=-5 action:conclude || milestone:key-relation:c+d=4 action:equate milestone:key-relation:8c-3d=-23 || action:solve action:substitute
action:equate milestone:key-relation:c+d=4 action:equate,3,8,0.017778,1,8,0,1.000000,0.653846,0.346154,1.515152,9.013817,0.516766,157.225823,0.05568102,0.07176664,0.351063,middle,22.625000,0.000000,strategy:coefficient-matching action:equate milestone:key-relation:c+d=4 || strategy:coefficient-matching action:equate || milestone:product:cd=-5 action:conclude || milestone:key-relation:c+d=4 action:equate milestone:key-relation:8c-3d=-23 || milestone:key-relation:c+d=4 action:equate
action:analyze action:factor,2,9,0.020000,1,9,0,1.000000,0.653061,0.346939,1.515152,10.109185,0.584408,174.870316,0.03153493,0.04618752,0.000000,early,21.555556,0.000000,milestone:key-relation:8c-3d=-23 strategy:solve-system || action:substitute action:expand action:collect-like-terms || action:substitute action:expand || action:solve action:substitute || action:expand action:collect-like-terms strategy:coefficient-matching
action:derive-intermediate milestone:key-relation:periodic-mod-5,2,10,0.022222,1,0,10,0.000000,0.675000,-0.675000,0.000000,0.022969,0.001337,0.394740,0.00001691,0.00021317,0.680347,late,22.400000,0.000000,action:instantiate action:compute || action:compute action:derive-intermediate milestone:key-relation:periodic-mod-5 || action:compute action:derive-intermediate || action:instantiate action:compute action:derive-intermediate || action:instantiate action:compute action:instantiate
action:compute action:derive-intermediate milestone:key-relation:periodic-mod-5,3,10,0.022222,1,0,10,0.000000,0.675000,-0.675000,0.000000,0.022969,0.001337,0.394740,0.00001691,0.00021317,0.658022,middle,22.400000,0.000000,action:instantiate action:compute || action:derive-intermediate milestone:key-relation:periodic-mod-5 || action:compute action:derive-intermediate || action:instantiate action:compute action:derive-intermediate || action:instantiate action:compute action:instantiate
action:instantiate action:compute action:derive-intermediate,3,10,0.022222,1,0,10,0.000000,0.675000,-0.675000,0.000000,0.022969,0.001337,0.394740,0.00001691,0.00021317,0.618164,middle,23.100000,0.000000,action:instantiate action:compute || action:compute action:derive-intermediate || action:derive-intermediate milestone:key-relation:periodic-mod-5 || action:compute action:derive-intermediate milestone:key-relation:periodic-mod-5 || action:instantiate action:compute action:instantiate
milestone:identified:base-case action:case-split,2,8,0.017778,1,1,7,0.125000,0.669683,-0.544683,0.189394,0.098820,0.016930,0.576809,0.00272639,0.00687524,0.144208,early,20.750000,0.000000,action:instantiate action:compute || action:compute action:derive-intermediate || action:instantiate action:compute action:derive-intermediate || action:derive-intermediate milestone:key-relation:periodic-mod-5 || action:compute action:derive-intermediate milestone:key-relation:periodic-mod-5
action:analyze milestone:identified:base-case,2,10,0.022222,1,2,8,0.200000,0.670455,-0.470455,0.303030,0.144819,0.034862,0.601583,0.00356890,0.00768549,0.050000,early,18.200000,0.300000,action:instantiate action:compute || action:compute action:conclude || action:instantiate action:compute action:instantiate || action:instantiate action:compute action:derive-intermediate || action:compute action:instantiate action:compute
action:analyze strategy:setup-coordinates,2,19,0.042222,1,0,19,0.000000,0.689095,-0.689095,0.000000,0.011592,0.000695,0.193425,0.00000000,0.00000006,0.000000,early,21.736842,0.105263,strategy:setup-coordinates action:instantiate || action:analyze strategy:setup-coordinates action:instantiate || action:instantiate action:apply-formula || strategy:setup-coordinates action:instantiate action:apply-formula || action:compute milestone:derived:savings
action:compute milestone:derived:savings,2,16,0.035556,1,0,16,0.000000,0.684332,-0.684332,0.000000,0.014006,0.000834,0.235156,0.00000002,0.00000090,0.967638,late,23.437500,0.125000,strategy:setup-coordinates action:instantiate || action:analyze strategy:setup-coordinates || action:instantiate action:apply-formula || action:analyze strategy:setup-coordinates action:instantiate || strategy:setup-coordinates action:instantiate action:apply-formula
action:analyze strategy:setup-coordinates action:instantiate,3,18,0.040000,1,0,18,0.000000,0.687500,-0.687500,0.000000,0.012310,0.000736,0.205778,0.00000000,0.00000011,0.000000,early,21.055556,0.111111,strategy:setup-coordinates action:instantiate || action:analyze strategy:setup-coordinates || strategy:setup-coordinates action:instantiate action:apply-formula || action:instantiate action:apply-formula || action:compute milestone:derived:savings
strategy:setup-coordinates action:instantiate,2,19,0.042222,1,0,19,0.000000,0.689095,-0.689095,0.000000,0.011592,0.000695,0.193425,0.00000000,0.00000006,0.076880,early,20.842105,0.157895,action:analyze strategy:setup-coordinates action:instantiate || action:analyze strategy:setup-coordinates || strategy:setup-coordinates action:instantiate action:apply-formula || action:instantiate action:apply-formula || action:compute milestone:derived:savings
strategy:parameterize action:apply-formula,2,9,0.020000,1,0,9,0.000000,0.673469,-0.673469,0.000000,0.025564,0.001478,0.442298,0.00005178,0.00037563,0.528293,middle,24.000000,0.111111,strategy:setup-coordinates action:instantiate || action:compute milestone:derived:savings || action:analyze strategy:setup-coordinates action:instantiate || action:analyze strategy:setup-coordinates || strategy:setup-coordinates action:instantiate action:apply-formula
milestone:key-relation:expr=const action:compute,2,9,0.020000,1,0,9,0.000000,0.673469,-0.673469,0.000000,0.025564,0.001478,0.442298,0.00005178,0.00037563,0.514802,middle,23.555556,0.111111,action:rewrite action:compute || action:analyze strategy:setup-coordinates || strategy:setup-coordinates action:instantiate || action:analyze strategy:setup-coordinates action:instantiate || action:instantiate action:apply-formula
strategy:setup-coordinates action:instantiate action:apply-formula,3,15,0.033333,1,0,15,0.000000,0.682759,-0.682759,0.000000,0.015018,0.000892,0.252811,0.00000006,0.00000242,0.059033,early,21.066667,0.133333,strategy:setup-coordinates action:instantiate || action:instantiate action:apply-formula || action:analyze strategy:setup-coordinates action:instantiate || action:analyze strategy:setup-coordinates || action:compute milestone:derived:savings
milestone:derived:savings action:conclude,2,11,0.024444,1,0,11,0.000000,0.676538,-0.676538,0.000000,0.020826,0.001219,0.355916,0.00000549,0.00009959,1.000000,late,24.363636,0.181818,action:compute milestone:derived:savings action:conclude || action:compute milestone:derived:savings || strategy:setup-coordinates action:instantiate || action:instantiate action:apply-formula || action:analyze strategy:setup-coordinates
action:compute milestone:derived:savings action:conclude,3,11,0.024444,1,0,11,0.000000,0.676538,-0.676538,0.000000,0.020826,0.001219,0.355916,0.00000549,0.00009959,1.000000,late,24.363636,0.181818,milestone:derived:savings action:conclude || action:compute milestone:derived:savings || strategy:setup-coordinates action:instantiate || action:instantiate action:apply-formula || action:analyze strategy:setup-coordinates
action:compute milestone:key-relation:expr=const,2,8,0.017778,1,1,7,0.125000,0.669683,-0.544683,0.189394,0.098820,0.016930,0.576809,0.00272639,0.00687524,0.352570,middle,21.500000,0.250000,action:rewrite action:compute || action:instantiate action:apply-formula || action:apply-formula action:compute || action:analyze strategy:setup-coordinates || strategy:setup-coordinates action:instantiate
