motif,motif_pretty,length,support_total,support_correct,support_incorrect,p_correct,p_incorrect,enrichment_correct,enrichment_incorrect,dominant_label
check-constraint|case-split|apply-formula|instantiate,check-constraint -> case-split -> apply-formula -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|compute|check-constraint|case-split,case-split -> compute -> check-constraint -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|analyze|compute|compare,rewrite -> analyze -> compute -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|apply-formula|case-split|count,analyze -> apply-formula -> case-split -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|conclude|instantiate|analyze,rewrite -> conclude -> instantiate -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|conclude|compute|count,analyze -> conclude -> compute -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|analyze|conclude|compute,check-constraint -> analyze -> conclude -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|compute|instantiate|check-constraint,case-split -> compute -> instantiate -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|compare|apply-formula|analyze,conclude -> compare -> apply-formula -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|backtrack|apply-formula|analyze,apply-formula -> backtrack -> apply-formula -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|check-constraint|analyze|apply-formula,case-split -> check-constraint -> analyze -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|instantiate|compute|instantiate,substitute -> instantiate -> compute -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|case-split|compute|check-constraint,analyze -> case-split -> compute -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|apply-formula|analyze|rewrite,compute -> apply-formula -> analyze -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|analyze|compute|compare,count -> analyze -> compute -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|analyze|case-split|conclude,apply-formula -> analyze -> case-split -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|compute|analyze|substitute,rewrite -> compute -> analyze -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|analyze|case-split|apply-formula,conclude -> analyze -> case-split -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|check-constraint|conclude|case-split,case-split -> check-constraint -> conclude -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|compute|check-constraint|instantiate,case-split -> compute -> check-constraint -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|rewrite|check-constraint|compute,analyze -> rewrite -> check-constraint -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|count|compute|case-split,instantiate -> count -> compute -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|compute|conclude|apply-formula,apply-formula -> compute -> conclude -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|check-constraint|count|case-split,instantiate -> check-constraint -> count -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|check-constraint|conclude|case-split,instantiate -> check-constraint -> conclude -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compute|analyze|apply-formula,check-constraint -> compute -> analyze -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|check-constraint|backtrack|analyze,compute -> check-constraint -> backtrack -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|analyze|compute|case-split,conclude -> analyze -> compute -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|apply-formula|case-split|compute,analyze -> apply-formula -> case-split -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compute|compare|case-split,analyze -> compute -> compare -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|compute|check-constraint|instantiate,instantiate -> compute -> check-constraint -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|apply-formula|rewrite|instantiate,compute -> apply-formula -> rewrite -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|count|case-split|count,apply-formula -> count -> case-split -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|substitute|rewrite|analyze,rewrite -> substitute -> rewrite -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|count|instantiate|analyze,instantiate -> count -> instantiate -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|compute|apply-formula|analyze,substitute -> compute -> apply-formula -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|instantiate|compute|case-split,case-split -> instantiate -> compute -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|case-split|compute|instantiate,count -> case-split -> compute -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|substitute|check-constraint|conclude,instantiate -> substitute -> check-constraint -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|analyze|conclude|apply-formula,compute -> analyze -> conclude -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|conclude|rewrite|compute,compute -> conclude -> rewrite -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|apply-formula|analyze|check-constraint,compare -> apply-formula -> analyze -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|analyze|count|rewrite,compute -> analyze -> count -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|compute|apply-formula|analyze,backtrack -> compute -> apply-formula -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|conclude|compute|apply-formula,instantiate -> conclude -> compute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|analyze|case-split|compute,instantiate -> analyze -> case-split -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|apply-formula|count|case-split,case-split -> apply-formula -> count -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compare|instantiate|compute,analyze -> compare -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|analyze|count|case-split,instantiate -> analyze -> count -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|rewrite|compute|analyze,conclude -> rewrite -> compute -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|conclude|analyze|case-split,check-constraint -> conclude -> analyze -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|case-split|compute|analyze,check-constraint -> case-split -> compute -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|compute|backtrack|compute,apply-formula -> compute -> backtrack -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|analyze|check-constraint|case-split,case-split -> analyze -> check-constraint -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|apply-formula|analyze|substitute,compute -> apply-formula -> analyze -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|rewrite|conclude|rewrite,substitute -> rewrite -> conclude -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|compute|compare|compute,backtrack -> compute -> compare -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|instantiate|substitute|analyze,case-split -> instantiate -> substitute -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|apply-formula|instantiate|compute,rewrite -> apply-formula -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|compute|apply-formula|analyze,count -> compute -> apply-formula -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|analyze|compute|check-constraint,backtrack -> analyze -> compute -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|rewrite|count|compute,compute -> rewrite -> count -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|case-split|compute|count,compute -> case-split -> compute -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|instantiate|compute|count,compare -> instantiate -> compute -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|conclude|analyze|instantiate,check-constraint -> conclude -> analyze -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|rewrite|conclude|analyze,compute -> rewrite -> conclude -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compare|check-constraint|instantiate,analyze -> compare -> check-constraint -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|case-split|instantiate|check-constraint,check-constraint -> case-split -> instantiate -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|case-split|analyze|compare,compute -> case-split -> analyze -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|instantiate|analyze|compare,compare -> instantiate -> analyze -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|backtrack|analyze|instantiate,compute -> backtrack -> analyze -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|conclude|substitute|compute,compute -> conclude -> substitute -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|case-split|check-constraint|compute,compute -> case-split -> check-constraint -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|analyze|compute|case-split,apply-formula -> analyze -> compute -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|check-constraint|analyze|case-split,case-split -> check-constraint -> analyze -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|compute|conclude|compute,compare -> compute -> conclude -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|rewrite|substitute|rewrite,apply-formula -> rewrite -> substitute -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|apply-formula|analyze|compute,backtrack -> apply-formula -> analyze -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|compute|instantiate|rewrite,apply-formula -> compute -> instantiate -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|compute|compare|check-constraint,instantiate -> compute -> compare -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|apply-formula|check-constraint|backtrack,instantiate -> apply-formula -> check-constraint -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|backtrack|compute|count,compute -> backtrack -> compute -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|backtrack|compute|instantiate,analyze -> backtrack -> compute -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|analyze|case-split|count,compare -> analyze -> case-split -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compute|compare|conclude,analyze -> compute -> compare -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|analyze|count|compute,check-constraint -> analyze -> count -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|conclude|check-constraint|compute,check-constraint -> conclude -> check-constraint -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|compute|instantiate|conclude,backtrack -> compute -> instantiate -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|instantiate|compute|conclude,case-split -> instantiate -> compute -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compute|count|compute,check-constraint -> compute -> count -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|count|check-constraint|compute,analyze -> count -> check-constraint -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|apply-formula|compute|rewrite,instantiate -> apply-formula -> compute -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|analyze|apply-formula|instantiate,instantiate -> analyze -> apply-formula -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|analyze|apply-formula|count,check-constraint -> analyze -> apply-formula -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|compute|analyze|apply-formula,substitute -> compute -> analyze -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|compute|count|analyze,backtrack -> compute -> count -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|case-split|compute|apply-formula,analyze -> case-split -> compute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|check-constraint|instantiate|analyze,analyze -> check-constraint -> instantiate -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|compute|rewrite|compare,compare -> compute -> rewrite -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|instantiate|count|check-constraint,count -> instantiate -> count -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|substitute|compute|substitute,rewrite -> substitute -> compute -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|compare|instantiate|compute,rewrite -> compare -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|instantiate|compute|check-constraint,compare -> instantiate -> compute -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|analyze|check-constraint|conclude,case-split -> analyze -> check-constraint -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|rewrite|conclude|instantiate,analyze -> rewrite -> conclude -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compare|conclude|compare,analyze -> compare -> conclude -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|analyze|substitute|compute,count -> analyze -> substitute -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|substitute|check-constraint|analyze,rewrite -> substitute -> check-constraint -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|compare|conclude|case-split,compute -> compare -> conclude -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|analyze|substitute|case-split,compute -> analyze -> substitute -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|count|compute|apply-formula,analyze -> count -> compute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|count|apply-formula|compute,analyze -> count -> apply-formula -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|case-split|count|compute,analyze -> case-split -> count -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|check-constraint|compute|instantiate,conclude -> check-constraint -> compute -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|substitute|apply-formula|backtrack,analyze -> substitute -> apply-formula -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|case-split|analyze|apply-formula,check-constraint -> case-split -> analyze -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
